complaint_id,facility_id,facility_type,incident_date,notes,severity,fine,Facility Invest Results Abuse,Facility Invest Results Rule,Type Of Abuse
CO14155,523698,AFH,8/8/2014,"The Adult Foster Home Inspection Report and Notice of Violation and Correction, issued on August 8, 2014, and incorporated into this notice by reference, cited the following:



On August 8, 2014, the licensor made an unannounced visit to the licensee_x001A_s adult foster home (AFH). During the visit the licensor discovered Resident #1_x001A_s bedroom did not have a smoke alarm installed as required. The licensee failed to install all required smoke alarms. The licensee_x001A_s conduct constituted a failure to provide a safe environment and is a violation of Oregon Administrative Rules.           SENT THE FOD AND E-MAILED JANELLE LANDIS



This conduct constituted a violation of the following licensing rules:



OAR 411-050-0650(5)(h)(B) Facility and Safety Standards

OAR 411-050-0655(6)(e) and (7)(q) Standards and Practices for Care and Services



The Adult Foster Home Inspection Report and Notice of Violation and Correction, issued on August 8, 2014, and incorporated into this notice by reference, cited the following:



On August 8, 2014, the licensor made an unannounced visit to the licensee_x001A_s AFH. During a review of the facility records it was discovered vaccinations for pet #1 and pet #2 were not completed as required.



_x001A_	Notice of Violation and Correction issued on 7/11/2014 for failure to     	have required pet vaccinations



_x001A_	Technical assistance provided to the licensee on 4/10/2014 for not having required pet vaccinations



The licensee_x001A_s conduct constituted a failure to provide a safe environment and is a violation of Oregon Administrative Rules.



This conduct constituted a violation of the following licensing rules:



OAR 411-050-0650(2)(l) Facility and Safety Standards

OAR 411-050-0655(6)(e) and (7)(q) Standards and Practices for Care and Services 



The Adult Foster Home Inspection Report and Notice of Violation and Correction, issued on August 8, 2014, and incorporated into this notice by reference, cited the following:



On August 8, 2014, the licensor made an unannounced visit to the licensee_x001A_s AFH. During a review of facility records it was discovered an emergency preparedness plan was not developed and documented as required.



_x001A_	Notice of Violation and Correction issued on 7/11/2014 for failure to have emergency preparedness plan developed and documented as required.



_x001A_	Technical assistance provided to the licensee on 4/10/2014 for failure to have emergency preparedness plan developed and documented as required.



The licensee_x001A_s conduct constituted a failure to provide a safe environment and is a violation of Oregon Administrative Rules.



This conduct constituted a violation of the following licensing rules:



OAR 411-050-0650(5)(v) Facility and Safety Standards

OAR 411-050-0655(6)(e) and (7)(q) Standards and Practices for Care and Services



The Adult Foster Home Inspection Report and Notice of Violation and Correction, issued on August 8, 2014, and incorporated into this notice by reference, cited the following:



On August 8, 2014, the licensor made an unannounced visit to the licensee_x001A_s AFH. During the visit it was discovered the licensee was not operating as the primary caregiver of the home and there was not an approved resident manager working in the AFH. 



_x001A_	Technical assistance provided to the licensee on 4/10/2014 and 7/11/2014 informing the licensee of her responsibility to be the primary caregiver until a resident manager has been approved.



The licensee_x001A_s conduct constituted a failure to provide a safe environment and is a violation of Oregon Administrative Rules.



This conduct constituted a violation of the following licensing rules:",3,700,,,
CO14156,523698,AFH,8/13/2014,Condition issued 8/26/2014. Withdrawal issued 12/12/2014.,4,,,,
KF121839A,523701,AFH,12/10/2012,"It was reported that on or about December 10, 2012, Licensee failed to protect Resident #1 from inappropriate verbal comments. Reported perpetrator #2 (RP2) was over heard calling Resident #1 a ""piece of shit"". Both the Licensee and rp2 referred to Resident #1 as a ""piece of shit"" while being interviewed. Licensee failures are a violation of Oregon Administrative rules. Wrongdoing on the part of the Licensee was substantiated.",2,0,,,
KF121839B,523701,AFH,12/10/2012,"It was reported that on or about December 10, 2012, Licensee failed to protect the safety of Resident #1's property. Resident #1 moved into Licensee's facility and was there for about 4 days. When Resident #1 moved in he/she moved a large portion of his/her house hold goods. After learning of Resident #1's criminal record history Licensee and Reported perpetrator #2 (RP2) wanted Resident #1 and his/her belongings out of the facility. Licensee and RP2 dumped Resident #1's belongings off in Witness #4's (W4) front yard under a tarp. Resident #1 never lived at W4's. Resident #1's belongings sat in W4's front yard for approximately 2 weeks before he/she got his/her belongings back. Resident #1 said there were many items missing and other items had been tampered with. Licensee's failures are a violation of Oregon Administrative Rules. Wrongdoing on the part of the Licensee was substantiated.",2,0,,,
CO13033,523728,AFH,1/23/2013,"On January 23, 2013, the licensor conducted an unannounced visit to the licensee_x001A_s Adult Foster Home (AFH). Upon arrival Riza Robles (RR) was the only individual providing care to the residents at the AFH. It was discovered that RR did not have a cleared criminal records check as required. It was also found that RR had not completed the required caregiver preparatory training study guide. The licensee failed to have a qualified caregiver on duty at all times. The licensee_x001A_s conduct constituted a failure to provide a safe environment and is a violation of Oregon Administrative Rules.",3,250,,,
MM121900,523728,AFH,11/26/2012,"On or about November 26, 2012, it was alleged that Reported Perpetrator (RP) failed to assure resident rights for Reported Victim (RV). RV was admitted to RP's facility in November, 2012. RV's bedroom included a walk-in closet that RV wished to use for h/her belongings. RV was not allowed to use the closet as it was being used for storage for another resident. The closet was also being used a work office for facility staff. The closet was locked when it was not being used by facility staff. The licensee failed to assure resident rights for RV. The failure is violation of Oregon Administrative Rules.",1,0,,,
MM146161,523728,AFH,2/21/2014,"On or about February 24, 2014, it was alleged that Reported Perpetrator #1 (RP1) failed to adequately care plan for Reported Victim (RV). RV was admitted to the facility on 2/11/2014. RP1 was aware that RV had a tendency to get up during the night, RV was a fall risk,  and RV had memory problems. RV had a documented fall on 2/15/2014. RV is visually impaired. RV was provided a handheld doorbell, a whistle and a baby monitor in RV's bedroom to alert RP1 for help. RP1 did not adequately care plan related to RV's fall risk. The failure is a violation of Oregon Administrative Rules.",2,,,,
CO15097,523759,AFH,5/18/2015,"During the inspection, the local licensing authority found the smoke alarm did not work in a bedroom.  Licensee had previously done monthly testing of smoke alarms and documented such tests.  Resident manager immediately corrected.  Civil penalty issued ($200 reduced to $100 for mitigating factors)",3,100,,,
HB133430,523760,AFH,6/6/2013,"On or about June 6, 2013, it was alleged that Reported Perpetrator (RP) failed to keep Reported Victim's (RV) medication record current and accurate. On 2/12/2013 Witness #1 (W1) discovered that RV's origianl medication administration record (MAR) for February 2013 was innacurate. W1 observed missing charting on RV's MAR. RP acknowledged being responsible for not charting RV's February MAR accurately. The licensee failed to keep RV's MAR current and accurate. The failure is a violation of Oregon Administrative Rules.",2,,,,
RD121954,523767,AFH,12/5/2012,"On or about December 5, 2012, it was alleged that the Reported Perpetrator (RP) failed to protect Reported Victim (RV) from the misappropriation of RV's medications. On December 5, 2012, a medication count was conducted. It was discovered that 14 of RV's anti-anxiety pills were missing. The licensee failed to protect RV from theft of medication. The failure is a violation of resident rights and constitutes abuse.",2,0,,,Financial abuse
NB121840A,523778,AFH,12/10/2012,"It was reported that on or about December 10, 2012, Licensee failed to provide a safe environment for Resident #1. Resident #1 was hit on the head by Licensee, as a result Resident #1 had a open cut on his/her forehead above his/her left eye. Licensee's failures are a violation of Oregon Administrative Rules (OARs) and constitutes physical abuse. Wrongdoing on the part of the Licensee was substantiated.",2,0,,,Physical Abuse
NB121840B,523778,AFH,12/10/2012,"It was reported that on or about December 10, 2012, Licensee failed to provide adequate care to Resident #2. Resident #2 was a high risk for skin breakdown but did not have open sores when he/she entered into Licensee's facility. Resident #1 did develop severe skin breakdown while at Licensee's facility as licensee failed to provide adequate care to Resident #2. Licensee's failures are a violation or Oregon Administrative Rules (OARs), is considered neglect and constitutes abuse. Wrongdoing on the part of the Licensee was substantiated.",2,0,,,Neglect
RD148203,523807,AFH,7/9/2014,"RV1 through 5 have lived at RP1's foster home for over a year.  RP2 advised residents they could not go into the kitchen or come out of their rooms before 6:30am to 7:00am in the morning and limited resident activities. RP2 also spoke to residents in a disrespectful manner, causing fear and anxiety to RV1-RV3.  The facility failed to follow resident rights, resulting in RV1-3 suffering involuntary seclusion, anxiety, and fear.  This failure is a violation of resident rights, and constitutes verbal and mental abuse.",2,,Not Substantiated,Substantiated,Verbal/Mental abuse
